,filepath,filename,label
154,image_data/backhand/B_353.jpeg,B_353.jpeg,backhand
786,image_data/forehand/F_056.jpeg,F_056.jpeg,forehand
300,image_data/backhand/B_388.jpeg,B_388.jpeg,backhand
1282,image_data/ready_position/R_094.jpeg,R_094.jpeg,ready_position
977,image_data/forehand/F_179.jpeg,F_179.jpeg,forehand
1973,image_data/serve/S_162.jpeg,S_162.jpeg,serve
677,image_data/forehand/F_384.jpeg,F_384.jpeg,forehand
574,image_data/forehand/F_049.jpeg,F_049.jpeg,forehand
842,image_data/forehand/F_295.jpeg,F_295.jpeg,forehand
1070,image_data/ready_position/R_455.jpeg,R_455.jpeg,ready_position
1952,image_data/serve/S_178.jpeg,S_178.jpeg,serve
1082,image_data/ready_position/R_195.jpeg,R_195.jpeg,ready_position
1592,image_data/serve/S_212.jpeg,S_212.jpeg,serve
1484,image_data/ready_position/R_436.jpeg,R_436.jpeg,ready_position
1688,image_data/serve/S_059.jpeg,S_059.jpeg,serve
1589,image_data/serve/S_204.jpeg,S_204.jpeg,serve
3,image_data/backhand/B_230.jpeg,B_230.jpeg,backhand
98,image_data/backhand/B_358.jpeg,B_358.jpeg,backhand
628,image_data/forehand/F_023.jpeg,F_023.jpeg,forehand
220,image_data/backhand/B_485.jpeg,B_485.jpeg,backhand
1052,image_data/ready_position/R_157.jpeg,R_157.jpeg,ready_position
306,image_data/backhand/B_326.jpeg,B_326.jpeg,backhand
1677,image_data/serve/S_171.jpeg,S_171.jpeg,serve
1874,image_data/serve/S_390.jpeg,S_390.jpeg,serve
1156,image_data/ready_position/R_147.jpeg,R_147.jpeg,ready_position
1571,image_data/serve/S_286.jpeg,S_286.jpeg,serve
190,image_data/backhand/B_309.jpeg,B_309.jpeg,backhand
1378,image_data/ready_position/R_231.jpeg,R_231.jpeg,ready_position
67,image_data/backhand/B_495.jpeg,B_495.jpeg,backhand
404,image_data/backhand/B_300.jpeg,B_300.jpeg,backhand
636,image_data/forehand/F_062.jpeg,F_062.jpeg,forehand
1153,image_data/ready_position/R_444.jpeg,R_444.jpeg,ready_position
1752,image_data/serve/S_351.jpeg,S_351.jpeg,serve
995,image_data/forehand/F_401.jpeg,F_401.jpeg,forehand
597,image_data/forehand/F_268.jpeg,F_268.jpeg,forehand
488,image_data/backhand/B_120.jpeg,B_120.jpeg,backhand
1007,image_data/ready_position/R_065.jpeg,R_065.jpeg,ready_position
1132,image_data/ready_position/R_215.jpeg,R_215.jpeg,ready_position
15,image_data/backhand/B_318.jpeg,B_318.jpeg,backhand
1825,image_data/serve/S_125.jpeg,S_125.jpeg,serve
1762,image_data/serve/S_145.jpeg,S_145.jpeg,serve
829,image_data/forehand/F_201.jpeg,F_201.jpeg,forehand
1470,image_data/ready_position/R_400.jpeg,R_400.jpeg,ready_position
616,image_data/forehand/F_439.jpeg,F_439.jpeg,forehand
792,image_data/forehand/F_144.jpeg,F_144.jpeg,forehand
1689,image_data/serve/S_409.jpeg,S_409.jpeg,serve
1229,image_data/ready_position/R_500.jpeg,R_500.jpeg,ready_position
1628,image_data/serve/S_242.jpeg,S_242.jpeg,serve
1046,image_data/ready_position/R_383.jpeg,R_383.jpeg,ready_position
1214,image_data/ready_position/R_074.jpeg,R_074.jpeg,ready_position
863,image_data/forehand/F_173.jpeg,F_173.jpeg,forehand
1504,image_data/serve/S_423.jpeg,S_423.jpeg,serve
476,image_data/backhand/B_376.jpeg,B_376.jpeg,backhand
1740,image_data/serve/S_469.jpeg,S_469.jpeg,serve
127,image_data/backhand/B_056.jpeg,B_056.jpeg,backhand
1866,image_data/serve/S_447.jpeg,S_447.jpeg,serve
142,image_data/backhand/B_345.jpeg,B_345.jpeg,backhand
210,image_data/backhand/B_352.jpeg,B_352.jpeg,backhand
590,image_data/forehand/F_161.jpeg,F_161.jpeg,forehand
1664,image_data/serve/S_022.jpeg,S_022.jpeg,serve
1048,image_data/ready_position/R_100.jpeg,R_100.jpeg,ready_position
172,image_data/backhand/B_172.jpeg,B_172.jpeg,backhand
1742,image_data/serve/S_486.jpeg,S_486.jpeg,serve
856,image_data/forehand/F_132.jpeg,F_132.jpeg,forehand
1867,image_data/serve/S_017.jpeg,S_017.jpeg,serve
1029,image_data/ready_position/R_301.jpeg,R_301.jpeg,ready_position
383,image_data/backhand/B_434.jpeg,B_434.jpeg,backhand
1231,image_data/ready_position/R_445.jpeg,R_445.jpeg,ready_position
330,image_data/backhand/B_022.jpeg,B_022.jpeg,backhand
274,image_data/backhand/B_054.jpeg,B_054.jpeg,backhand
651,image_data/forehand/F_263.jpeg,F_263.jpeg,forehand
1775,image_data/serve/S_190.jpeg,S_190.jpeg,serve
1340,image_data/ready_position/R_261.jpeg,R_261.jpeg,ready_position
561,image_data/forehand/F_377.jpeg,F_377.jpeg,forehand
1195,image_data/ready_position/R_408.jpeg,R_408.jpeg,ready_position
1678,image_data/serve/S_258.jpeg,S_258.jpeg,serve
1582,image_data/serve/S_195.jpeg,S_195.jpeg,serve
1384,image_data/ready_position/R_270.jpeg,R_270.jpeg,ready_position
417,image_data/backhand/B_087.jpeg,B_087.jpeg,backhand
159,image_data/backhand/B_236.jpeg,B_236.jpeg,backhand
499,image_data/backhand/B_136.jpeg,B_136.jpeg,backhand
1768,image_data/serve/S_295.jpeg,S_295.jpeg,serve
76,image_data/backhand/B_084.jpeg,B_084.jpeg,backhand
1685,image_data/serve/S_274.jpeg,S_274.jpeg,serve
1047,image_data/ready_position/R_229.jpeg,R_229.jpeg,ready_position
1432,image_data/ready_position/R_092.jpeg,R_092.jpeg,ready_position
900,image_data/forehand/F_197.jpeg,F_197.jpeg,forehand
1073,image_data/ready_position/R_156.jpeg,R_156.jpeg,ready_position
198,image_data/backhand/B_348.jpeg,B_348.jpeg,backhand
238,image_data/backhand/B_112.jpeg,B_112.jpeg,backhand
1117,image_data/ready_position/R_208.jpeg,R_208.jpeg,ready_position
1894,image_data/serve/S_088.jpeg,S_088.jpeg,serve
428,image_data/backhand/B_117.jpeg,B_117.jpeg,backhand
813,image_data/forehand/F_304.jpeg,F_304.jpeg,forehand
1441,image_data/ready_position/R_494.jpeg,R_494.jpeg,ready_position
1410,image_data/ready_position/R_006.jpeg,R_006.jpeg,ready_position
1529,image_data/serve/S_301.jpeg,S_301.jpeg,serve
1753,image_data/serve/S_185.jpeg,S_185.jpeg,serve
1344,image_data/ready_position/R_304.jpeg,R_304.jpeg,ready_position
1848,image_data/serve/S_187.jpeg,S_187.jpeg,serve
1377,image_data/ready_position/R_113.jpeg,R_113.jpeg,ready_position
1610,image_data/serve/S_224.jpeg,S_224.jpeg,serve
472,image_data/backhand/B_321.jpeg,B_321.jpeg,backhand
584,image_data/forehand/F_209.jpeg,F_209.jpeg,forehand
1375,image_data/ready_position/R_406.jpeg,R_406.jpeg,ready_position
1568,image_data/serve/S_140.jpeg,S_140.jpeg,serve
126,image_data/backhand/B_282.jpeg,B_282.jpeg,backhand
250,image_data/backhand/B_185.jpeg,B_185.jpeg,backhand
631,image_data/forehand/F_166.jpeg,F_166.jpeg,forehand
1722,image_data/serve/S_054.jpeg,S_054.jpeg,serve
700,image_data/forehand/F_002.jpeg,F_002.jpeg,forehand
1102,image_data/ready_position/R_232.jpeg,R_232.jpeg,ready_position
1189,image_data/ready_position/R_409.jpeg,R_409.jpeg,ready_position
1985,image_data/serve/S_174.jpeg,S_174.jpeg,serve
1086,image_data/ready_position/R_438.jpeg,R_438.jpeg,ready_position
462,image_data/backhand/B_317.jpeg,B_317.jpeg,backhand
1974,image_data/serve/S_498.jpeg,S_498.jpeg,serve
795,image_data/forehand/F_017.jpeg,F_017.jpeg,forehand
540,image_data/forehand/F_422.jpeg,F_422.jpeg,forehand
836,image_data/forehand/F_104.jpeg,F_104.jpeg,forehand
1239,image_data/ready_position/R_039.jpeg,R_039.jpeg,ready_position
1792,image_data/serve/S_260.jpeg,S_260.jpeg,serve
533,image_data/forehand/F_402.jpeg,F_402.jpeg,forehand
710,image_data/forehand/F_413.jpeg,F_413.jpeg,forehand
911,image_data/forehand/F_181.jpeg,F_181.jpeg,forehand
625,image_data/forehand/F_182.jpeg,F_182.jpeg,forehand
1760,image_data/serve/S_391.jpeg,S_391.jpeg,serve
164,image_data/backhand/B_277.jpeg,B_277.jpeg,backhand
1423,image_data/ready_position/R_483.jpeg,R_483.jpeg,ready_position
184,image_data/backhand/B_098.jpeg,B_098.jpeg,backhand
1333,image_data/ready_position/R_109.jpeg,R_109.jpeg,ready_position
1877,image_data/serve/S_113.jpeg,S_113.jpeg,serve
1554,image_data/serve/S_012.jpeg,S_012.jpeg,serve
1061,image_data/ready_position/R_116.jpeg,R_116.jpeg,ready_position
520,image_data/forehand/F_414.jpeg,F_414.jpeg,forehand
1941,image_data/serve/S_494.jpeg,S_494.jpeg,serve
1368,image_data/ready_position/R_152.jpeg,R_152.jpeg,ready_position
1811,image_data/serve/S_427.jpeg,S_427.jpeg,serve
192,image_data/backhand/B_173.jpeg,B_173.jpeg,backhand
1328,image_data/ready_position/R_349.jpeg,R_349.jpeg,ready_position
56,image_data/backhand/B_247.jpeg,B_247.jpeg,backhand
1887,image_data/serve/S_227.jpeg,S_227.jpeg,serve
1517,image_data/serve/S_360.jpeg,S_360.jpeg,serve
965,image_data/forehand/F_118.jpeg,F_118.jpeg,forehand
1119,image_data/ready_position/R_434.jpeg,R_434.jpeg,ready_position
63,image_data/backhand/B_092.jpeg,B_092.jpeg,backhand
36,image_data/backhand/B_416.jpeg,B_416.jpeg,backhand
1644,image_data/serve/S_192.jpeg,S_192.jpeg,serve
514,image_data/forehand/F_195.jpeg,F_195.jpeg,forehand
910,image_data/forehand/F_494.jpeg,F_494.jpeg,forehand
949,image_data/forehand/F_067.jpeg,F_067.jpeg,forehand
1327,image_data/ready_position/R_430.jpeg,R_430.jpeg,ready_position
591,image_data/forehand/F_248.jpeg,F_248.jpeg,forehand
1038,image_data/ready_position/R_340.jpeg,R_340.jpeg,ready_position
692,image_data/forehand/F_392.jpeg,F_392.jpeg,forehand
904,image_data/forehand/F_355.jpeg,F_355.jpeg,forehand
1559,image_data/serve/S_454.jpeg,S_454.jpeg,serve
849,image_data/forehand/F_112.jpeg,F_112.jpeg,forehand
793,image_data/forehand/F_294.jpeg,F_294.jpeg,forehand
293,image_data/backhand/B_062.jpeg,B_062.jpeg,backhand
1140,image_data/ready_position/R_254.jpeg,R_254.jpeg,ready_position
524,image_data/forehand/F_443.jpeg,F_443.jpeg,forehand
1773,image_data/serve/S_368.jpeg,S_368.jpeg,serve
162,image_data/backhand/B_365.jpeg,B_365.jpeg,backhand
1440,image_data/ready_position/R_247.jpeg,R_247.jpeg,ready_position
613,image_data/forehand/F_481.jpeg,F_481.jpeg,forehand
115,image_data/backhand/B_362.jpeg,B_362.jpeg,backhand
229,image_data/backhand/B_153.jpeg,B_153.jpeg,backhand
611,image_data/forehand/F_317.jpeg,F_317.jpeg,forehand
120,image_data/backhand/B_289.jpeg,B_289.jpeg,backhand
740,image_data/forehand/F_223.jpeg,F_223.jpeg,forehand
1138,image_data/ready_position/R_346.jpeg,R_346.jpeg,ready_position
1290,image_data/ready_position/R_237.jpeg,R_237.jpeg,ready_position
905,image_data/forehand/F_210.jpeg,F_210.jpeg,forehand
473,image_data/backhand/B_264.jpeg,B_264.jpeg,backhand
668,image_data/forehand/F_039.jpeg,F_039.jpeg,forehand
1653,image_data/serve/S_444.jpeg,S_444.jpeg,serve
347,image_data/backhand/B_043.jpeg,B_043.jpeg,backhand
1252,image_data/ready_position/R_351.jpeg,R_351.jpeg,ready_position
1567,image_data/serve/S_394.jpeg,S_394.jpeg,serve
1986,image_data/serve/S_461.jpeg,S_461.jpeg,serve
195,image_data/backhand/B_124.jpeg,B_124.jpeg,backhand
398,image_data/backhand/B_320.jpeg,B_320.jpeg,backhand
264,image_data/backhand/B_500.jpeg,B_500.jpeg,backhand
463,image_data/backhand/B_028.jpeg,B_028.jpeg,backhand
1146,image_data/ready_position/R_385.jpeg,R_385.jpeg,ready_position
1122,image_data/ready_position/R_072.jpeg,R_072.jpeg,ready_position
1636,image_data/serve/S_096.jpeg,S_096.jpeg,serve
1330,image_data/ready_position/R_172.jpeg,R_172.jpeg,ready_position
1422,image_data/ready_position/R_381.jpeg,R_381.jpeg,ready_position
607,image_data/forehand/F_100.jpeg,F_100.jpeg,forehand
1123,image_data/ready_position/R_137.jpeg,R_137.jpeg,ready_position
1835,image_data/serve/S_365.jpeg,S_365.jpeg,serve
1899,image_data/serve/S_421.jpeg,S_421.jpeg,serve
1246,image_data/ready_position/R_202.jpeg,R_202.jpeg,ready_position
450,image_data/backhand/B_157.jpeg,B_157.jpeg,backhand
1495,image_data/ready_position/R_322.jpeg,R_322.jpeg,ready_position
1182,image_data/ready_position/R_018.jpeg,R_018.jpeg,ready_position
688,image_data/forehand/F_111.jpeg,F_111.jpeg,forehand
1731,image_data/serve/S_445.jpeg,S_445.jpeg,serve
1613,image_data/serve/S_463.jpeg,S_463.jpeg,serve
1391,image_data/ready_position/R_460.jpeg,R_460.jpeg,ready_position
1358,image_data/ready_position/R_484.jpeg,R_484.jpeg,ready_position
309,image_data/backhand/B_262.jpeg,B_262.jpeg,backhand
1120,image_data/ready_position/R_121.jpeg,R_121.jpeg,ready_position
328,image_data/backhand/B_188.jpeg,B_188.jpeg,backhand
908,image_data/forehand/F_302.jpeg,F_302.jpeg,forehand
388,image_data/backhand/B_273.jpeg,B_273.jpeg,backhand
1446,image_data/ready_position/R_093.jpeg,R_093.jpeg,ready_position
832,image_data/forehand/F_313.jpeg,F_313.jpeg,forehand
1071,image_data/ready_position/R_286.jpeg,R_286.jpeg,ready_position
384,image_data/backhand/B_064.jpeg,B_064.jpeg,backhand
1419,image_data/ready_position/R_047.jpeg,R_047.jpeg,ready_position
1695,image_data/serve/S_408.jpeg,S_408.jpeg,serve
1761,image_data/serve/S_450.jpeg,S_450.jpeg,serve
689,image_data/forehand/F_404.jpeg,F_404.jpeg,forehand
420,image_data/backhand/B_013.jpeg,B_013.jpeg,backhand
1885,image_data/serve/S_335.jpeg,S_335.jpeg,serve
1292,image_data/ready_position/R_260.jpeg,R_260.jpeg,ready_position
113,image_data/backhand/B_335.jpeg,B_335.jpeg,backhand
559,image_data/forehand/F_459.jpeg,F_459.jpeg,forehand
1846,image_data/serve/S_168.jpeg,S_168.jpeg,serve
1743,image_data/serve/S_255.jpeg,S_255.jpeg,serve
272,image_data/backhand/B_238.jpeg,B_238.jpeg,backhand
239,image_data/backhand/B_329.jpeg,B_329.jpeg,backhand
21,image_data/backhand/B_477.jpeg,B_477.jpeg,backhand
418,image_data/backhand/B_290.jpeg,B_290.jpeg,backhand
523,image_data/forehand/F_156.jpeg,F_156.jpeg,forehand
654,image_data/forehand/F_058.jpeg,F_058.jpeg,forehand
501,image_data/forehand/F_183.jpeg,F_183.jpeg,forehand
1009,image_data/ready_position/R_120.jpeg,R_120.jpeg,ready_position
1514,image_data/serve/S_177.jpeg,S_177.jpeg,serve
1089,image_data/ready_position/R_204.jpeg,R_204.jpeg,ready_position
342,image_data/backhand/B_405.jpeg,B_405.jpeg,backhand
311,image_data/backhand/B_235.jpeg,B_235.jpeg,backhand
1631,image_data/serve/S_491.jpeg,S_491.jpeg,serve
440,image_data/backhand/B_268.jpeg,B_268.jpeg,backhand
156,image_data/backhand/B_261.jpeg,B_261.jpeg,backhand
1856,image_data/serve/S_312.jpeg,S_312.jpeg,serve
1898,image_data/serve/S_134.jpeg,S_134.jpeg,serve
674,image_data/forehand/F_107.jpeg,F_107.jpeg,forehand
543,image_data/forehand/F_208.jpeg,F_208.jpeg,forehand
717,image_data/forehand/F_203.jpeg,F_203.jpeg,forehand
105,image_data/backhand/B_460.jpeg,B_460.jpeg,backhand
791,image_data/forehand/F_451.jpeg,F_451.jpeg,forehand
511,image_data/forehand/F_087.jpeg,F_087.jpeg,forehand
429,image_data/backhand/B_052.jpeg,B_052.jpeg,backhand
998,image_data/forehand/F_397.jpeg,F_397.jpeg,forehand
502,image_data/forehand/F_029.jpeg,F_029.jpeg,forehand
321,image_data/backhand/B_433.jpeg,B_433.jpeg,backhand
355,image_data/backhand/B_203.jpeg,B_203.jpeg,backhand
1948,image_data/serve/S_206.jpeg,S_206.jpeg,serve
632,image_data/forehand/F_218.jpeg,F_218.jpeg,forehand
806,image_data/forehand/F_345.jpeg,F_345.jpeg,forehand
173,image_data/backhand/B_037.jpeg,B_037.jpeg,backhand
1720,image_data/serve/S_111.jpeg,S_111.jpeg,serve
513,image_data/forehand/F_341.jpeg,F_341.jpeg,forehand
768,image_data/forehand/F_172.jpeg,F_172.jpeg,forehand
294,image_data/backhand/B_127.jpeg,B_127.jpeg,backhand
193,image_data/backhand/B_036.jpeg,B_036.jpeg,backhand
1697,image_data/serve/S_263.jpeg,S_263.jpeg,serve
1177,image_data/ready_position/R_171.jpeg,R_171.jpeg,ready_position
240,image_data/backhand/B_283.jpeg,B_283.jpeg,backhand
424,image_data/backhand/B_101.jpeg,B_101.jpeg,backhand
906,image_data/forehand/F_139.jpeg,F_139.jpeg,forehand
1565,image_data/serve/S_402.jpeg,S_402.jpeg,serve
1833,image_data/serve/S_109.jpeg,S_109.jpeg,serve
799,image_data/forehand/F_040.jpeg,F_040.jpeg,forehand
715,image_data/forehand/F_192.jpeg,F_192.jpeg,forehand
145,image_data/backhand/B_191.jpeg,B_191.jpeg,backhand
183,image_data/backhand/B_132.jpeg,B_132.jpeg,backhand
942,image_data/forehand/F_476.jpeg,F_476.jpeg,forehand
1134,image_data/ready_position/R_079.jpeg,R_079.jpeg,ready_position
1417,image_data/ready_position/R_339.jpeg,R_339.jpeg,ready_position
751,image_data/forehand/F_130.jpeg,F_130.jpeg,forehand
1847,image_data/serve/S_492.jpeg,S_492.jpeg,serve
680,image_data/forehand/F_445.jpeg,F_445.jpeg,forehand
510,image_data/forehand/F_068.jpeg,F_068.jpeg,forehand
194,image_data/backhand/B_466.jpeg,B_466.jpeg,backhand
40,image_data/backhand/B_011.jpeg,B_011.jpeg,backhand
646,image_data/forehand/F_330.jpeg,F_330.jpeg,forehand
1493,image_data/ready_position/R_334.jpeg,R_334.jpeg,ready_position
1235,image_data/ready_position/R_107.jpeg,R_107.jpeg,ready_position
1271,image_data/ready_position/R_104.jpeg,R_104.jpeg,ready_position
333,image_data/backhand/B_075.jpeg,B_075.jpeg,backhand
31,image_data/backhand/B_050.jpeg,B_050.jpeg,backhand
1416,image_data/ready_position/R_155.jpeg,R_155.jpeg,ready_position
1810,image_data/serve/S_132.jpeg,S_132.jpeg,serve
1641,image_data/serve/S_311.jpeg,S_311.jpeg,serve
883,image_data/forehand/F_284.jpeg,F_284.jpeg,forehand
1526,image_data/serve/S_399.jpeg,S_399.jpeg,serve
395,image_data/backhand/B_398.jpeg,B_398.jpeg,backhand
1320,image_data/ready_position/R_308.jpeg,R_308.jpeg,ready_position
359,image_data/backhand/B_038.jpeg,B_038.jpeg,backhand
1355,image_data/ready_position/R_129.jpeg,R_129.jpeg,ready_position
1204,image_data/ready_position/R_388.jpeg,R_388.jpeg,ready_position
697,image_data/forehand/F_055.jpeg,F_055.jpeg,forehand
847,image_data/forehand/F_407.jpeg,F_407.jpeg,forehand
458,image_data/backhand/B_340.jpeg,B_340.jpeg,backhand
38,image_data/backhand/B_103.jpeg,B_103.jpeg,backhand
349,image_data/backhand/B_151.jpeg,B_151.jpeg,backhand
402,image_data/backhand/B_091.jpeg,B_091.jpeg,backhand
572,image_data/forehand/F_272.jpeg,F_272.jpeg,forehand
1914,image_data/serve/S_440.jpeg,S_440.jpeg,serve
619,image_data/forehand/F_213.jpeg,F_213.jpeg,forehand
1148,image_data/ready_position/R_043.jpeg,R_043.jpeg,ready_position
983,image_data/forehand/F_417.jpeg,F_417.jpeg,forehand
406,image_data/backhand/B_183.jpeg,B_183.jpeg,backhand
59,image_data/backhand/B_355.jpeg,B_355.jpeg,backhand
669,image_data/forehand/F_469.jpeg,F_469.jpeg,forehand
179,image_data/backhand/B_133.jpeg,B_133.jpeg,backhand
1955,image_data/serve/S_380.jpeg,S_380.jpeg,serve
1452,image_data/ready_position/R_482.jpeg,R_482.jpeg,ready_position
1562,image_data/serve/S_403.jpeg,S_403.jpeg,serve
749,image_data/forehand/F_425.jpeg,F_425.jpeg,forehand
477,image_data/backhand/B_233.jpeg,B_233.jpeg,backhand
1849,image_data/serve/S_353.jpeg,S_353.jpeg,serve
708,image_data/forehand/F_106.jpeg,F_106.jpeg,forehand
107,image_data/backhand/B_088.jpeg,B_088.jpeg,backhand
1578,image_data/serve/S_044.jpeg,S_044.jpeg,serve
662,image_data/forehand/F_097.jpeg,F_097.jpeg,forehand
75,image_data/backhand/B_207.jpeg,B_207.jpeg,backhand
1081,image_data/ready_position/R_228.jpeg,R_228.jpeg,ready_position
303,image_data/backhand/B_058.jpeg,B_058.jpeg,backhand
568,image_data/forehand/F_008.jpeg,F_008.jpeg,forehand
489,image_data/backhand/B_032.jpeg,B_032.jpeg,backhand
276,image_data/backhand/B_280.jpeg,B_280.jpeg,backhand
809,image_data/forehand/F_129.jpeg,F_129.jpeg,forehand
1843,image_data/serve/S_373.jpeg,S_373.jpeg,serve
944,image_data/forehand/F_134.jpeg,F_134.jpeg,forehand
1024,image_data/ready_position/R_264.jpeg,R_264.jpeg,ready_position
343,image_data/backhand/B_393.jpeg,B_393.jpeg,backhand
694,image_data/forehand/F_393.jpeg,F_393.jpeg,forehand
223,image_data/backhand/B_201.jpeg,B_201.jpeg,backhand
676,image_data/forehand/F_412.jpeg,F_412.jpeg,forehand
1142,image_data/ready_position/R_038.jpeg,R_038.jpeg,ready_position
160,image_data/backhand/B_373.jpeg,B_373.jpeg,backhand
808,image_data/forehand/F_083.jpeg,F_083.jpeg,forehand
203,image_data/backhand/B_221.jpeg,B_221.jpeg,backhand
1606,image_data/serve/S_009.jpeg,S_009.jpeg,serve
667,image_data/forehand/F_347.jpeg,F_347.jpeg,forehand
769,image_data/forehand/F_488.jpeg,F_488.jpeg,forehand
894,image_data/forehand/F_416.jpeg,F_416.jpeg,forehand
1663,image_data/serve/S_055.jpeg,S_055.jpeg,serve
1607,image_data/serve/S_336.jpeg,S_336.jpeg,serve
1190,image_data/ready_position/R_370.jpeg,R_370.jpeg,ready_position
312,image_data/backhand/B_409.jpeg,B_409.jpeg,backhand
852,image_data/forehand/F_165.jpeg,F_165.jpeg,forehand
1265,image_data/ready_position/R_446.jpeg,R_446.jpeg,ready_position
665,image_data/forehand/F_081.jpeg,F_081.jpeg,forehand
586,image_data/forehand/F_073.jpeg,F_073.jpeg,forehand
1789,image_data/serve/S_240.jpeg,S_240.jpeg,serve
1831,image_data/serve/S_467.jpeg,S_467.jpeg,serve
1133,image_data/ready_position/R_350.jpeg,R_350.jpeg,ready_position
527,image_data/forehand/F_140.jpeg,F_140.jpeg,forehand
1729,image_data/serve/S_500.jpeg,S_500.jpeg,serve
634,image_data/forehand/F_074.jpeg,F_074.jpeg,forehand
990,image_data/forehand/F_293.jpeg,F_293.jpeg,forehand
1015,image_data/ready_position/R_419.jpeg,R_419.jpeg,ready_position
66,image_data/backhand/B_246.jpeg,B_246.jpeg,backhand
1600,image_data/serve/S_377.jpeg,S_377.jpeg,serve
282,image_data/backhand/B_131.jpeg,B_131.jpeg,backhand
1803,image_data/serve/S_466.jpeg,S_466.jpeg,serve
1105,image_data/ready_position/R_459.jpeg,R_459.jpeg,ready_position
1738,image_data/serve/S_384.jpeg,S_384.jpeg,serve
931,image_data/forehand/F_135.jpeg,F_135.jpeg,forehand
491,image_data/backhand/B_462.jpeg,B_462.jpeg,backhand
1501,image_data/serve/S_474.jpeg,S_474.jpeg,serve
1525,image_data/serve/S_376.jpeg,S_376.jpeg,serve
663,image_data/forehand/F_214.jpeg,F_214.jpeg,forehand
365,image_data/backhand/B_242.jpeg,B_242.jpeg,backhand
254,image_data/backhand/B_193.jpeg,B_193.jpeg,backhand
1723,image_data/serve/S_238.jpeg,S_238.jpeg,serve
841,image_data/forehand/F_153.jpeg,F_153.jpeg,forehand
1657,image_data/serve/S_002.jpeg,S_002.jpeg,serve
1601,image_data/serve/S_398.jpeg,S_398.jpeg,serve
1322,image_data/ready_position/R_133.jpeg,R_133.jpeg,ready_position
138,image_data/backhand/B_152.jpeg,B_152.jpeg,backhand
1041,image_data/ready_position/R_086.jpeg,R_086.jpeg,ready_position
1648,image_data/serve/S_043.jpeg,S_043.jpeg,serve
1834,image_data/serve/S_220.jpeg,S_220.jpeg,serve
457,image_data/backhand/B_205.jpeg,B_205.jpeg,backhand
1425,image_data/ready_position/R_196.jpeg,R_196.jpeg,ready_position
49,image_data/backhand/B_178.jpeg,B_178.jpeg,backhand
1135,image_data/ready_position/R_429.jpeg,R_429.jpeg,ready_position
1481,image_data/ready_position/R_123.jpeg,R_123.jpeg,ready_position
1465,image_data/ready_position/R_007.jpeg,R_007.jpeg,ready_position
1812,image_data/serve/S_077.jpeg,S_077.jpeg,serve
1581,image_data/serve/S_228.jpeg,S_228.jpeg,serve
1987,image_data/serve/S_031.jpeg,S_031.jpeg,serve
644,image_data/forehand/F_222.jpeg,F_222.jpeg,forehand
781,image_data/forehand/F_021.jpeg,F_021.jpeg,forehand
1309,image_data/ready_position/R_098.jpeg,R_098.jpeg,ready_position
997,image_data/forehand/F_114.jpeg,F_114.jpeg,forehand
1923,image_data/serve/S_179.jpeg,S_179.jpeg,serve
336,image_data/backhand/B_147.jpeg,B_147.jpeg,backhand
833,image_data/forehand/F_256.jpeg,F_256.jpeg,forehand
1880,image_data/serve/S_118.jpeg,S_118.jpeg,serve
26,image_data/backhand/B_420.jpeg,B_420.jpeg,backhand
1058,image_data/ready_position/R_004.jpeg,R_004.jpeg,ready_position
379,image_data/backhand/B_033.jpeg,B_033.jpeg,backhand
875,image_data/forehand/F_149.jpeg,F_149.jpeg,forehand
1598,image_data/serve/S_245.jpeg,S_245.jpeg,serve
734,image_data/forehand/F_262.jpeg,F_262.jpeg,forehand
1853,image_data/serve/S_200.jpeg,S_200.jpeg,serve
1672,image_data/serve/S_063.jpeg,S_063.jpeg,serve
980,image_data/forehand/F_315.jpeg,F_315.jpeg,forehand
1976,image_data/serve/S_477.jpeg,S_477.jpeg,serve
921,image_data/forehand/F_226.jpeg,F_226.jpeg,forehand
375,image_data/backhand/B_475.jpeg,B_475.jpeg,backhand
1512,image_data/serve/S_198.jpeg,S_198.jpeg,serve
1500,image_data/serve/S_024.jpeg,S_024.jpeg,serve
1230,image_data/ready_position/R_150.jpeg,R_150.jpeg,ready_position
1767,image_data/serve/S_153.jpeg,S_153.jpeg,serve
434,image_data/backhand/B_455.jpeg,B_455.jpeg,backhand
1268,image_data/ready_position/R_295.jpeg,R_295.jpeg,ready_position
23,image_data/backhand/B_359.jpeg,B_359.jpeg,backhand
739,image_data/forehand/F_366.jpeg,F_366.jpeg,forehand
729,image_data/forehand/F_059.jpeg,F_059.jpeg,forehand
1121,image_data/ready_position/R_422.jpeg,R_422.jpeg,ready_position
1710,image_data/serve/S_432.jpeg,S_432.jpeg,serve
1717,image_data/serve/S_473.jpeg,S_473.jpeg,serve
1091,image_data/ready_position/R_091.jpeg,R_091.jpeg,ready_position
1946,image_data/serve/S_093.jpeg,S_093.jpeg,serve
882,image_data/forehand/F_115.jpeg,F_115.jpeg,forehand
916,image_data/forehand/F_322.jpeg,F_322.jpeg,forehand
1646,image_data/serve/S_385.jpeg,S_385.jpeg,serve
305,image_data/backhand/B_234.jpeg,B_234.jpeg,backhand
1395,image_data/ready_position/R_067.jpeg,R_067.jpeg,ready_position
288,image_data/backhand/B_035.jpeg,B_035.jpeg,backhand
760,image_data/forehand/F_261.jpeg,F_261.jpeg,forehand
